id_anuncio	capacidade	nro_quartos	nro_banheiros	regiao_bairro	tipo_acomodacao	avaliacao_media	distancia_ponto_turistico_km	nro_avaliacoes	possui_piscina	possui_estacionamento	possui_wifi	aceita_animais	politica_cancelamento	idioma_anuncio	tempo_resposta_anfitriao_h	preco_diaria
H000641	1	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.3	7.94	33	nao	sim	sim	nao	moderada	portugues	1.84	361.87
H000642	7	2	2	Pelourinho_Salvador_BA	espaco_inteiro	4.74	3.13	26	sim	sim	sim	nao	rigorosa	ingles	0.68	1111.49
H000643	2	2	2	Ipanema_RJ	espaco_inteiro	4.69	0.1	103	sim	sim	sim	nao	rigorosa	portugues	1.64	1019.91
H000644	5	2	1	Copacabana_RJ	espaco_inteiro	4.55	1.32	1	nao	nao	sim	nao	flexivel	portugues	1.3	886.47
H000645	7	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.23	0.11	62	sim	sim	nao	nao	flexivel	espanhol	4.59	1025.56
H000646	4	2	2	Savassi_BH_MG	espaco_inteiro	4.73	15.0	25	nao	sim	sim	sim	rigorosa	portugues	5.0	752.71
H000647	4	2	3	Ipanema_RJ	espaco_inteiro	4.77	1.83	68	sim	sim	sim	nao	moderada	ingles	8.9	951.45
H000648	3	2	1	Centro_SP	espaco_inteiro	4.85	0.43	81	nao	sim	sim	nao	moderada	portugues	1.95	535.18
H000649	6	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.3	8.17	32	nao	sim	sim	sim	flexivel	portugues	2.99	689.21
H000650	9	4	2	Ipanema_RJ	espaco_inteiro	4.81	0.45	116	sim	nao	sim	sim	flexivel	portugues	5.23	1201.77
H000651	4	2	1	Vila_Madalena_SP	espaco_inteiro	4.71	1.18	49	sim	nao	sim	sim	rigorosa	portugues	3.85	1059.96
H000652	7	3	3	Savassi_BH_MG	espaco_inteiro	4.09	1.44	162	nao	nao	sim	nao	moderada	portugues	1.53	725.05
H000653	3	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.36	0.22	104	nao	sim	sim	nao	moderada	ingles	7.05	794.27
H000654	6	2	2	Copacabana_RJ	espaco_inteiro	4.26	0.1	53	nao	sim	sim	sim	flexivel	portugues	3.08	778.68
H000655	10	5	3	Savassi_BH_MG	espaco_inteiro	4.74	4.8	53	sim	sim	sim	nao	flexivel	portugues	4.31	1034.85
H000656	1	1	1	Pinheiros_SP	quarto_privativo	4.03	0.47	1	nao	nao	sim	nao	moderada	portugues	0.55	224.04
H000657	1	1	1	Savassi_BH_MG	quarto_privativo	4.9	1.65	103	nao	nao	sim	nao	rigorosa	portugues	8.01	292.52
H000658	7	2	1	Pinheiros_SP	espaco_inteiro	4.91	2.47	29	sim	nao	sim	nao	moderada	portugues	0.2	1133.95
H000659	3	2	1	Centro_SP	quarto_privativo	4.62	1.59	57	nao	sim	nao	nao	flexivel	portugues	3.29	423.97
H000660	3	2	1	Vila_Madalena_SP	espaco_inteiro	4.72	1.73	161	nao	nao	sim	nao	moderada	portugues	3.42	621.78
H000661	1	1	1	Pinheiros_SP	espaco_inteiro	4.45	4.78	115	nao	nao	sim	nao	flexivel	frances	3.09	509.48
H000662	4	2	2	Savassi_BH_MG	quarto_privativo	4.7	4.78	22	nao	sim	sim	nao	flexivel	portugues	6.7	655.43
H000663	4	2	2	Copacabana_RJ	quarto_privativo	4.91	0.38	49	nao	nao	sim	nao	moderada	portugues	5.52	952.78
H000664	2	2	2	Ipanema_RJ	quarto_privativo	4.74	0.46	62	nao	nao	sim	nao	flexivel	portugues	3.07	905.22
H000665	5	2	1	Pinheiros_SP	espaco_inteiro	4.5	1.79	124	nao	sim	sim	nao	rigorosa	portugues	1.36	915.22
H000666	6	2	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.18	0.7	112	nao	nao	sim	nao	flexivel	espanhol	0.53	797.2
H000667	5	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.82	5.37	73	sim	nao	sim	nao	moderada	portugues	0.31	870.47
H000668	5	3	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.3	15.0	69	nao	nao	sim	nao	rigorosa	portugues	2.91	526.72
H000669	5	2	2	Pinheiros_SP	espaco_inteiro	4.91	0.72	48	nao	sim	sim	sim	rigorosa	ingles	0.3	1013.16
H000670	3	2	1	Vila_Madalena_SP	espaco_inteiro	4.18	1.13	60	sim	sim	sim	sim	rigorosa	portugues	8.05	1112.46
H000671	5	2	2	Copacabana_RJ	espaco_inteiro	4.47	2.88	40	nao	nao	sim	nao	moderada	portugues	2.3	504.24
H000672	2	1	1	Centro_SP	espaco_inteiro	4.46	0.47	86	nao	sim	sim	sim	flexivel	ingles	5.75	285.79
H000673	2	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.5	8.09	71	nao	sim	sim	nao	flexivel	espanhol	14.76	603.02
H000674	4	2	3	Asa_Sul_Brasilia_DF	quarto_privativo	4.13	5.11	100	nao	sim	sim	nao	flexivel	portugues	4.15	568.97
H000675	7	3	1	Centro_SP	espaco_inteiro	4.51	1.06	98	nao	sim	sim	nao	moderada	portugues	1.94	1215.88
H000676	6	3	2	Vila_Madalena_SP	espaco_inteiro	4.78	1.43	29	nao	nao	sim	nao	flexivel	portugues	1.2	791.06
H000677	2	1	1	Savassi_BH_MG	quarto_privativo	4.29	3.26	0	nao	sim	sim	sim	flexivel	portugues	5.14	62.92
H000678	5	2	2	Centro_SP	espaco_inteiro	4.64	1.73	27	nao	sim	sim	nao	moderada	portugues	5.52	507.99
H000679	4	1	1	Copacabana_RJ	quarto_privativo	4.27	10.18	60	nao	sim	sim	nao	rigorosa	portugues	0.97	494.01
H000680	7	3	2	Pinheiros_SP	espaco_inteiro	4.23	2.66	40	sim	sim	sim	sim	moderada	portugues	0.37	1413.83
H000681	6	3	2	Ipanema_RJ	espaco_inteiro	4.53	2.72	39	nao	sim	sim	nao	moderada	portugues	4.72	899.87
H000682	4	2	2	Copacabana_RJ	espaco_inteiro	4.73	1.17	26	sim	sim	sim	sim	moderada	portugues	1.42	993.95
H000683	7	2	1	Ipanema_RJ	espaco_inteiro	4.69	2.4	66	nao	sim	sim	nao	rigorosa	portugues	2.55	1239.52
H000684	2	1	2	Vila_Madalena_SP	quarto_privativo	4.3	2.75	0	nao	sim	nao	sim	rigorosa	portugues	4.72	465.79
H000685	2	2	1	Boa_Viagem_Recife_PE	quarto_privativo	4.62	0.76	73	nao	nao	sim	nao	flexivel	portugues	4.99	531.27
H000686	7	3	1	Pinheiros_SP	espaco_inteiro	4.81	0.61	74	sim	sim	sim	sim	rigorosa	portugues	7.86	1227.98
H000687	3	3	3	Vila_Madalena_SP	espaco_inteiro	4.77	0.63	99	nao	nao	sim	nao	flexivel	portugues	15.2	631.32
H000688	5	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.97	3.03	291	nao	sim	sim	sim	flexivel	portugues	4.16	783.46
H000689	3	1	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.53	5.58	0	nao	nao	sim	nao	flexivel	portugues	1.59	362.2
H000690	3	1	2	Centro_SP	quarto_privativo	4.72	0.69	72	nao	nao	nao	sim	flexivel	portugues	18.47	456.63
H000691	1	1	1	Pinheiros_SP	espaco_inteiro	4.62	3.41	82	nao	sim	sim	nao	rigorosa	portugues	0.74	425.79
H000692	3	1	1	Savassi_BH_MG	quarto_privativo	4.64	3.36	27	nao	nao	sim	nao	moderada	portugues	0.2	359.22
H000693	1	1	1	Copacabana_RJ	espaco_inteiro	4.72	1.66	42	sim	nao	sim	nao	rigorosa	portugues	4.14	765.62
H000694	10	4	3	Pinheiros_SP	espaco_inteiro	4.92	3.26	33	sim	sim	sim	nao	moderada	portugues	2.86	1301.54
H000695	4	2	2	Savassi_BH_MG	quarto_privativo	4.39	4.54	75	nao	nao	sim	nao	flexivel	portugues	4.47	699.73
H000696	2	1	1	Centro_SP	espaco_inteiro	4.54	0.63	106	nao	nao	sim	sim	moderada	portugues	3.58	419.06
H000697	5	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.63	3.36	17	nao	sim	sim	nao	moderada	portugues	0.2	560.98
H000698	1	1	1	Centro_SP	espaco_inteiro	4.49	1.65	67	nao	nao	sim	nao	moderada	portugues	2.09	471.06
H000699	6	3	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.65	8.44	122	nao	sim	sim	sim	flexivel	espanhol	8.69	800.02
H000700	2	2	2	Pinheiros_SP	quarto_privativo	4.33	1.77	29	nao	nao	sim	sim	moderada	portugues	1.34	313.69
H000701	8	3	2	Copacabana_RJ	espaco_inteiro	4.7	3.29	23	sim	nao	sim	nao	moderada	portugues	9.06	1214.83
H000702	6	3	2	Pinheiros_SP	espaco_inteiro	4.57	0.55	21	nao	nao	sim	sim	moderada	ingles	3.46	1096.97
H000703	1	1	1	Copacabana_RJ	quarto_privativo	4.65	1.5	24	nao	nao	sim	nao	rigorosa	espanhol	1.74	564.47
H000704	2	2	1	Savassi_BH_MG	espaco_inteiro	4.41	4.06	159	nao	nao	sim	nao	flexivel	portugues	2.35	616.17
H000705	9	4	2	Pinheiros_SP	espaco_inteiro	4.58	4.12	184	sim	sim	sim	sim	flexivel	portugues	1.26	1039.52
H000706	5	1	2	Centro_SP	espaco_inteiro	4.54	3.48	132	nao	sim	sim	nao	moderada	portugues	4.21	588.07
H000707	3	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.22	4.78	39	nao	nao	sim	nao	rigorosa	ingles	1.77	663.47
H000708	9	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.74	3.25	136	nao	sim	sim	nao	moderada	portugues	7.64	890.08
H000709	5	3	1	Vila_Madalena_SP	espaco_inteiro	4.58	1.05	20	nao	nao	sim	nao	moderada	portugues	0.61	824.98
H000710	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.94	0.31	88	nao	sim	sim	nao	rigorosa	portugues	4.69	829.37
H000711	5	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.28	1.71	31	nao	sim	sim	nao	flexivel	portugues	2.43	604.06
H000712	2	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.15	1.97	17	nao	sim	sim	nao	flexivel	portugues	2.27	422.83
H000713	6	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.49	10.69	65	nao	sim	sim	nao	moderada	portugues	6.17	627.25
H000714	4	2	1	Savassi_BH_MG	espaco_inteiro	4.28	3.34	67	nao	sim	sim	nao	flexivel	portugues	0.61	548.36
H000715	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.72	2.38	71	nao	sim	sim	nao	moderada	portugues	4.72	267.56
H000716	4	2	2	Copacabana_RJ	quarto_privativo	4.42	0.45	77	nao	nao	sim	nao	rigorosa	portugues	6.81	745.26
H000717	10	4	3	Centro_SP	espaco_inteiro	4.1	3.09	63	nao	nao	sim	sim	flexivel	portugues	3.61	724.68
H000718	8	3	2	Ipanema_RJ	espaco_inteiro	4.31	0.54	45	nao	nao	sim	sim	flexivel	ingles	0.92	607.54
H000719	2	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.44	5.24	52	nao	sim	nao	nao	flexivel	portugues	4.02	670.33
H000720	4	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.31	2.13	88	nao	sim	sim	nao	moderada	portugues	5.77	596.66
H000721	7	4	3	Centro_SP	espaco_inteiro	4.67	10.24	61	nao	nao	sim	nao	moderada	portugues	0.43	553.48
H000722	10	4	3	Vila_Madalena_SP	espaco_inteiro	4.88	0.27	34	nao	sim	sim	nao	rigorosa	portugues	0.89	1014.51
H000723	5	2	2	Ipanema_RJ	espaco_inteiro	4.76	2.59	27	nao	sim	sim	sim	rigorosa	portugues	4.42	910.21
H000724	5	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.52	6.31	52	nao	nao	sim	nao	rigorosa	portugues	4.11	554.89
H000725	5	2	2	Ipanema_RJ	espaco_inteiro	4.45	0.2	121	nao	sim	sim	nao	flexivel	portugues	4.65	814.28
H000726	5	2	1	Ipanema_RJ	espaco_inteiro	4.72	0.97	78	nao	nao	sim	nao	flexivel	portugues	0.2	945.95
H000727	3	1	1	Copacabana_RJ	quarto_privativo	4.45	1.39	126	nao	sim	sim	nao	moderada	ingles	0.87	940.03
H000728	2	1	1	Ipanema_RJ	quarto_privativo	4.55	0.12	39	nao	sim	sim	nao	rigorosa	portugues	9.74	802.16
H000729	1	1	1	Vila_Madalena_SP	espaco_inteiro	4.58	0.1	58	nao	sim	sim	nao	flexivel	ingles	1.39	752.69
H000730	6	3	2	Centro_SP	espaco_inteiro	4.79	0.53	65	nao	nao	sim	nao	flexivel	ingles	1.93	1048.58
H000731	2	1	1	Pinheiros_SP	quarto_privativo	4.79	0.1	91	nao	nao	sim	nao	moderada	portugues	4.01	683.85
H000732	5	1	1	Ipanema_RJ	espaco_inteiro	4.58	0.5	39	nao	nao	sim	nao	moderada	portugues	5.05	577.7
H000733	6	3	2	Ipanema_RJ	espaco_inteiro	4.46	6.06	78	sim	sim	sim	sim	rigorosa	portugues	7.01	1028.73
H000734	3	1	1	Vila_Madalena_SP	espaco_inteiro	4.54	1.43	117	nao	nao	sim	sim	rigorosa	ingles	4.98	607.15
H000735	2	1	1	Ipanema_RJ	quarto_privativo	4.73	1.67	47	nao	nao	sim	nao	flexivel	portugues	3.9	868.65
H000736	5	2	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.85	0.44	24	nao	nao	nao	nao	moderada	portugues	1.92	844.64
H000737	4	2	2	Copacabana_RJ	quarto_privativo	4.56	2.0	119	nao	nao	sim	nao	flexivel	portugues	10.02	841.17
H000738	4	2	2	Pinheiros_SP	quarto_privativo	4.87	0.86	83	nao	nao	sim	nao	flexivel	portugues	1.25	777.8
H000739	7	3	2	Vila_Madalena_SP	espaco_inteiro	4.36	10.9	1	nao	nao	sim	nao	moderada	portugues	12.36	552.99
H000740	3	1	1	Vila_Madalena_SP	quarto_privativo	4.95	1.14	48	nao	sim	sim	nao	moderada	portugues	1.82	722.65
H000741	7	4	3	Ipanema_RJ	espaco_inteiro	4.65	3.59	166	sim	nao	sim	nao	moderada	portugues	6.97	1314.75
H000742	8	4	2	Ipanema_RJ	espaco_inteiro	4.63	0.5	74	nao	sim	sim	nao	rigorosa	portugues	9.75	919.93
H000743	6	3	3	Savassi_BH_MG	espaco_inteiro	4.39	6.21	52	nao	nao	sim	nao	rigorosa	portugues	0.96	619.16
H000744	4	2	1	Ipanema_RJ	quarto_privativo	4.38	1.23	21	nao	sim	sim	nao	flexivel	espanhol	0.42	698.94
H000745	4	2	1	Centro_SP	quarto_privativo	4.33	0.72	21	nao	sim	sim	nao	moderada	portugues	7.31	664.93
H000746	4	2	1	Vila_Madalena_SP	espaco_inteiro	4.54	1.58	87	sim	sim	nao	nao	rigorosa	portugues	3.13	575.98
H000747	6	3	2	Pinheiros_SP	espaco_inteiro	4.57	0.4	23	nao	nao	sim	sim	flexivel	portugues	3.48	965.49
H000748	2	1	1	Vila_Madalena_SP	quarto_privativo	4.74	0.43	65	nao	sim	sim	nao	moderada	portugues	2.15	530.1
H000749	10	4	2	Pelourinho_Salvador_BA	espaco_inteiro	4.61	15.0	47	nao	nao	sim	nao	flexivel	portugues	1.4	655.15
H000750	4	2	2	Savassi_BH_MG	quarto_privativo	4.31	2.14	62	nao	nao	sim	nao	flexivel	portugues	0.92	530.75
H000751	6	3	2	Pinheiros_SP	espaco_inteiro	4.55	1.99	44	nao	sim	sim	nao	moderada	ingles	1.59	630.81
H000752	3	1	1	Pinheiros_SP	quarto_privativo	4.35	0.62	71	nao	sim	sim	sim	flexivel	ingles	8.49	578.62
H000753	2	1	1	Copacabana_RJ	espaco_inteiro	4.81	3.63	98	sim	nao	sim	nao	rigorosa	portugues	2.02	909.78
H000754	3	2	1	Vila_Madalena_SP	quarto_privativo	4.22	0.59	45	nao	nao	sim	nao	rigorosa	portugues	6.13	602.34
H000755	3	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.67	8.53	93	sim	sim	sim	sim	moderada	portugues	7.27	869.79
H000756	5	2	2	Copacabana_RJ	espaco_inteiro	4.14	6.05	129	nao	nao	sim	nao	rigorosa	ingles	0.52	932.9
H000757	3	2	2	Pinheiros_SP	espaco_inteiro	4.55	2.62	64	nao	sim	sim	nao	rigorosa	portugues	5.98	858.63
H000758	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.39	5.74	86	nao	nao	sim	nao	flexivel	portugues	0.2	339.32
H000759	6	2	1	Ipanema_RJ	espaco_inteiro	4.65	3.14	17	sim	nao	nao	nao	moderada	portugues	1.36	1326.12
H000760	5	2	1	Vila_Madalena_SP	espaco_inteiro	4.88	0.27	45	nao	sim	sim	sim	rigorosa	portugues	1.89	836.47
H000761	9	4	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.79	7.5	1	sim	sim	sim	sim	rigorosa	ingles	2.91	1068.56
H000762	1	1	1	Copacabana_RJ	quarto_privativo	4.71	1.01	33	nao	nao	sim	nao	rigorosa	portugues	3.55	644.6
H000763	3	2	1	Ipanema_RJ	espaco_inteiro	4.42	1.42	46	sim	sim	nao	nao	flexivel	portugues	0.65	743.85
H000764	4	1	1	Copacabana_RJ	espaco_inteiro	4.69	1.08	175	nao	sim	sim	nao	rigorosa	portugues	0.2	754.07
H000765	2	2	3	Savassi_BH_MG	quarto_privativo	4.6	9.73	27	nao	sim	sim	sim	flexivel	ingles	1.28	487.66
H000766	2	2	1	Ipanema_RJ	quarto_privativo	4.35	0.74	50	nao	nao	sim	nao	moderada	portugues	1.96	635.12
H000767	6	2	1	Copacabana_RJ	espaco_inteiro	4.79	0.85	23	sim	sim	sim	nao	moderada	portugues	1.9	1165.0
H000768	7	4	2	Ipanema_RJ	espaco_inteiro	4.29	4.14	43	nao	sim	sim	nao	rigorosa	portugues	11.93	664.26
H000769	4	2	2	Ipanema_RJ	quarto_privativo	4.73	0.43	72	nao	nao	nao	nao	flexivel	portugues	3.76	1009.9
H000770	6	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.74	4.41	80	nao	nao	sim	nao	flexivel	portugues	0.35	729.97
H000771	2	1	1	Copacabana_RJ	quarto_privativo	4.93	0.94	39	sim	sim	sim	nao	rigorosa	portugues	1.85	838.32
H000772	1	1	1	Centro_SP	quarto_privativo	4.6	3.63	31	nao	sim	sim	nao	flexivel	espanhol	2.34	451.74
H000773	3	2	2	Centro_SP	quarto_privativo	4.85	1.71	141	nao	sim	sim	nao	rigorosa	portugues	6.24	736.25
H000774	1	1	1	Savassi_BH_MG	espaco_inteiro	4.56	5.56	36	nao	sim	sim	nao	moderada	portugues	3.36	594.9
H000775	2	2	1	Ipanema_RJ	espaco_inteiro	4.54	0.21	0	nao	sim	sim	nao	moderada	portugues	0.54	806.69
H000776	3	2	1	Savassi_BH_MG	espaco_inteiro	4.35	6.74	117	nao	sim	sim	nao	flexivel	ingles	8.17	825.7
H000777	7	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.85	1.05	0	nao	sim	sim	nao	rigorosa	portugues	2.5	946.75
H000778	3	2	3	Copacabana_RJ	quarto_privativo	4.5	1.97	117	nao	nao	sim	nao	rigorosa	portugues	2.78	1036.59
H000779	3	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.61	2.13	1	nao	sim	sim	sim	flexivel	portugues	10.24	889.85
H000780	1	1	1	Savassi_BH_MG	quarto_privativo	4.65	4.56	1	nao	sim	sim	nao	moderada	ingles	0.28	500.65
H000781	2	1	1	Pinheiros_SP	espaco_inteiro	4.81	5.57	19	nao	nao	sim	nao	rigorosa	portugues	1.94	484.43
H000782	1	1	1	Savassi_BH_MG	espaco_inteiro	4.19	4.23	34	nao	sim	sim	nao	flexivel	espanhol	0.85	441.42
H000783	6	3	2	Vila_Madalena_SP	espaco_inteiro	4.38	3.68	118	nao	nao	nao	nao	moderada	portugues	0.23	1022.46
H000784	9	5	4	Centro_SP	espaco_inteiro	4.4	1.64	20	sim	sim	sim	nao	rigorosa	portugues	2.56	1028.25
H000785	2	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.77	6.69	72	nao	nao	sim	nao	moderada	portugues	13.77	285.87
H000786	3	2	1	Pinheiros_SP	espaco_inteiro	4.8	0.48	61	sim	sim	sim	sim	rigorosa	portugues	3.0	1167.08
H000787	4	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.42	4.21	53	sim	sim	sim	nao	flexivel	portugues	11.62	981.53
H000788	7	3	2	Pinheiros_SP	espaco_inteiro	4.24	2.81	103	nao	nao	sim	nao	rigorosa	portugues	1.9	1035.43
H000789	4	2	2	Pelourinho_Salvador_BA	quarto_privativo	4.81	0.1	57	nao	sim	sim	nao	rigorosa	portugues	4.34	873.61
H000790	6	2	2	Centro_SP	espaco_inteiro	4.62	2.34	60	nao	sim	sim	nao	flexivel	portugues	1.73	911.92
H000791	6	3	2	Copacabana_RJ	espaco_inteiro	4.71	0.88	85	sim	sim	sim	nao	moderada	espanhol	10.06	1342.68
H000792	6	3	2	Vila_Madalena_SP	espaco_inteiro	4.81	2.0	35	sim	sim	sim	nao	rigorosa	ingles	5.97	1101.0
H000793	1	1	1	Pinheiros_SP	quarto_privativo	4.51	1.01	50	sim	sim	sim	nao	rigorosa	portugues	3.97	946.19
H000794	8	3	2	Ipanema_RJ	espaco_inteiro	4.44	3.24	64	sim	sim	sim	nao	flexivel	portugues	4.65	1240.01
H000795	3	1	1	Ipanema_RJ	espaco_inteiro	4.21	2.22	97	nao	sim	sim	sim	moderada	portugues	0.47	717.05
H000796	5	3	1	Pinheiros_SP	espaco_inteiro	4.7	3.11	45	nao	nao	sim	nao	rigorosa	portugues	1.32	1097.67
H000797	3	1	1	Ipanema_RJ	quarto_privativo	4.66	1.02	50	nao	nao	sim	sim	moderada	portugues	0.39	935.53
H000798	1	1	1	Copacabana_RJ	quarto_privativo	4.67	2.58	71	nao	sim	sim	nao	rigorosa	portugues	2.1	585.81
H000799	1	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.48	1.15	46	nao	nao	sim	sim	moderada	ingles	2.55	523.0
H000800	3	2	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.59	15.0	28	nao	sim	nao	nao	rigorosa	portugues	10.01	456.0
H000801	1	1	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.43	1.21	85	sim	sim	sim	nao	flexivel	portugues	2.01	798.33
H000802	1	1	1	Pinheiros_SP	espaco_inteiro	4.39	1.33	57	nao	nao	sim	nao	rigorosa	portugues	1.9	702.2
H000803	3	2	3	Savassi_BH_MG	quarto_privativo	4.3	8.31	37	nao	nao	sim	nao	moderada	portugues	0.59	577.61
H000804	3	2	1	Centro_SP	espaco_inteiro	4.31	3.39	19	nao	sim	sim	sim	rigorosa	portugues	1.55	582.47
H000805	4	3	2	Copacabana_RJ	espaco_inteiro	4.87	0.84	0	nao	nao	sim	nao	flexivel	portugues	2.91	901.79
H000806	7	4	1	Copacabana_RJ	espaco_inteiro	4.66	2.53	73	nao	nao	nao	nao	rigorosa	portugues	2.66	1141.92
H000807	6	2	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.42	0.74	27	nao	sim	sim	nao	rigorosa	portugues	2.81	576.64
H000808	4	1	1	Copacabana_RJ	quarto_privativo	4.59	0.26	1	nao	nao	sim	nao	rigorosa	portugues	0.62	849.93
H000809	3	2	1	Centro_SP	quarto_privativo	4.59	2.27	24	nao	nao	sim	nao	flexivel	frances	1.27	504.37
H000810	6	3	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.65	7.96	64	nao	nao	sim	sim	moderada	portugues	7.56	922.58
H000811	3	1	1	Ipanema_RJ	espaco_inteiro	4.71	2.25	27	nao	nao	sim	nao	flexivel	portugues	1.51	504.42
H000812	5	2	2	Ipanema_RJ	espaco_inteiro	4.38	1.5	65	nao	sim	sim	sim	flexivel	portugues	0.2	1163.55
H000813	8	4	4	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.68	1.0	32	nao	nao	sim	nao	moderada	ingles	8.61	694.55
H000814	6	4	2	Centro_SP	espaco_inteiro	4.7	3.21	50	nao	sim	sim	nao	rigorosa	portugues	1.31	981.89
H000815	3	2	2	Copacabana_RJ	quarto_privativo	4.54	1.46	53	nao	nao	sim	nao	rigorosa	portugues	3.48	689.53
H000816	6	3	1	Savassi_BH_MG	espaco_inteiro	4.8	2.59	82	nao	nao	sim	sim	flexivel	portugues	2.99	904.0
H000817	3	2	1	Savassi_BH_MG	quarto_privativo	4.31	1.68	84	nao	nao	sim	nao	flexivel	espanhol	8.96	709.36
H000818	7	3	2	Centro_SP	espaco_inteiro	4.43	1.71	51	nao	sim	sim	nao	flexivel	portugues	18.31	687.26
H000819	1	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.81	0.16	22	nao	sim	nao	nao	flexivel	portugues	2.21	438.76
H000820	5	1	2	Pinheiros_SP	espaco_inteiro	4.72	0.81	111	nao	nao	sim	nao	rigorosa	portugues	5.49	711.93
H000821	4	2	2	Ipanema_RJ	quarto_privativo	4.67	2.02	37	nao	sim	sim	nao	flexivel	portugues	4.14	889.59
H000822	1	1	1	Centro_SP	espaco_inteiro	4.65	0.98	0	nao	sim	sim	sim	flexivel	portugues	5.16	424.81
H000823	6	3	3	Pinheiros_SP	espaco_inteiro	4.83	0.21	62	nao	sim	nao	nao	rigorosa	ingles	1.52	875.4
H000824	4	2	1	Boa_Viagem_Recife_PE	quarto_privativo	4.9	3.37	64	nao	nao	sim	sim	flexivel	portugues	22.14	272.82
H000825	7	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.41	6.72	38	nao	sim	sim	nao	flexivel	espanhol	0.91	863.97
H000826	4	3	2	Ipanema_RJ	espaco_inteiro	4.56	0.1	1	sim	nao	sim	nao	moderada	espanhol	4.5	1050.15
H000827	4	2	1	Centro_SP	espaco_inteiro	4.54	0.77	0	nao	sim	sim	sim	flexivel	portugues	1.18	576.97
H000828	7	3	3	Copacabana_RJ	espaco_inteiro	4.85	1.5	40	sim	nao	sim	sim	moderada	ingles	1.44	1421.98
H000829	3	1	1	Savassi_BH_MG	espaco_inteiro	4.63	10.25	20	nao	sim	sim	nao	moderada	portugues	4.28	778.44
H000830	5	3	2	Pinheiros_SP	espaco_inteiro	4.38	1.54	96	nao	sim	sim	nao	rigorosa	portugues	0.2	1005.74
H000831	2	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.74	3.07	39	nao	sim	sim	nao	flexivel	portugues	12.51	343.97
H000832	6	3	3	Centro_SP	espaco_inteiro	4.52	15.0	35	nao	sim	sim	nao	flexivel	espanhol	7.88	1042.46
H000833	4	3	3	Vila_Madalena_SP	espaco_inteiro	4.22	3.98	163	nao	nao	nao	nao	rigorosa	portugues	5.84	792.79
H000834	6	4	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.64	2.26	0	nao	nao	sim	nao	flexivel	portugues	0.2	950.62
H000835	7	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.77	12.25	50	nao	nao	sim	nao	flexivel	portugues	2.8	733.89
H000836	7	4	2	Centro_SP	espaco_inteiro	4.67	5.74	0	nao	nao	sim	nao	flexivel	ingles	1.07	809.49
H000837	2	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.74	1.63	119	nao	nao	sim	nao	flexivel	portugues	2.58	842.14
H000838	7	4	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.61	0.73	1	sim	nao	sim	sim	flexivel	portugues	1.54	1161.44
H000839	6	2	2	Vila_Madalena_SP	espaco_inteiro	4.85	0.41	66	nao	nao	sim	nao	rigorosa	portugues	7.91	887.89
